token,frequency,pos
heartily,1,RB
affects,1,NNS
decides,1,NNS
satan,1,NN
caveat,1,NN
sanity,1,NN
enslavement,1,NN
celebration,1,NN
chances,1,NNS
hooray,1,NN
generals,1,NNS
bless,1,NN
validated,1,VBN
reputation,1,NN
finances,1,NNS
whim,1,NN
believers,1,NNS
fuzzymuffins,1,NNS
morn,1,NN
dawned,1,VBN
codewords,1,NNS
begins,1,NNS
theem,1,NN
ability,1,NN
mmmtka,1,NN
balloon,1,NN
frickey,1,NN
insist,1,NN
flashes,1,NNS
mlee,1,NN
stumble,1,JJ
jethro,1,NN
canuck,1,NN
allowance,1,NN
aghhh,1,NN
reborn,1,NN
span,1,NN
jb,1,NN
harleysville,1,NN
safety,1,NN
greed,1,NN
pleaseeeeeeeee,1,NN
worthy,1,NN
lawhorn,1,NN
jermaine,1,NN
touscents,1,NNS
approximation,1,NN
beside,1,NN
roughly,1,RB
shattered,1,VBN
depressing,1,VBG
unfamiliar,1,JJ
hornell,1,NN
translating,1,VBG
eh,1,NN
drag,1,NN
lingering,1,VBG
complain,1,NN
avenge,1,NN
cherished,1,NNS
voodoo,1,NN
sighted,1,VBN
yanked,1,NNS
exec,1,NN
mcphersonanne,1,NN
uncomplicated,1,JJ
modifications,1,NNS
specks,1,NNS
tipped,1,NNS
filmed,1,VBN
lauderdale,1,NN
habits,1,NNS
hahah,1,NN
steve,1,NN
agreee,1,NN
lickin,1,NN
cerealkiller,1,NN
reminiscent,1,NN
fti,1,NN
duh,1,NN
comprehend,1,NN
sleepy,1,NN
posters,1,NNS
advertisements,1,NNS
legend,1,NN
marauder,1,NN
cougar,1,NN
latter,1,NN
referenced,1,VBN
doubts,1,NNS
witch,1,NN
revues,1,NNS
plates,1,NNS
bow,1,NN
sogging,1,VBG
spheres,1,NNS
bills,1,NNS
meadowlands,1,NNS
hayti,1,NN
jeffery,1,NN
stimpy,1,NN
ren,1,NNS
shaker,1,NN
undergone,1,NN
redesign,1,NN
backs,1,NNS
sk,1,NN
litle,1,NN
nailed,1,VBN
brannigan,1,NN
zap,1,NN
precocious,1,JJ
farnsworth,1,NN
recite,1,NN
flies,1,NNS
hubert,1,NN
yonder,1,NN
critical,1,JJ
redish,1,NN
massively,1,RB
ration,1,NN
zoidberg,1,NN
bee,1,NN
trim,1,NN
configuration,1,NN
chant,1,NN
clubhouse,1,NN
plummeted,1,VBN
relate,1,NN
sap,1,NN
sanitarium,1,NN
jointfilms,1,NNS
relived,1,VBN
sarcastic,1,JJ
compensate,1,NN
portrayed,1,NN
vigran,1,NN
herb,1,NN
proportioned,1,VBN
whines,1,NNS
echoing,1,VBG
clears,1,NNS
elmaco,1,NN
ceereals,1,NNS
feb,1,NN
published,1,VBN
endorsed,1,VBN
represented,1,VBN
upc,1,NN
code,1,NN
fym,1,NN
trace,1,NN
rigorously,1,RB
funniest,1,NN
measurements,1,NNS
alecia,1,NN
colon,1,NN
struggle,1,NN
hacked,1,VBN
notably,1,RB
exercises,1,NNS
pinball,1,NN
satiate,1,NN
bix,1,NN
avalanche,1,NN
sentiment,1,NN
suits,1,NNS
blunders,1,NNS
abound,1,NN
stupidest,1,NN
cmon,1,NN
raking,1,VBG
bombards,1,NNS
homage,1,NN
kp,1,NN
carrier,1,NN
coma,1,NN
carbohydrates,1,NNS
compromise,1,NN
cheated,1,VBN
findlay,1,NN
tween,1,NN
investors,1,NNS
originated,1,VBN
aussie,1,NN
bats,1,NNS
cricket,1,NN
whopping,1,VBG
represent,1,NN
truvia,1,NN
importantly,1,RB
effected,1,VBN
teenagers,1,NNS
originality,1,NN
applesauce,1,NN
spirits,1,NNS
metallic,1,NN
unreasonable,1,JJ
tediously,1,RB
technology,1,NN
suseptible,1,JJ
negatives,1,NNS
draw,1,NN
containue,1,NN
damageing,1,VBG
flours,1,NNS
div,1,NN
rage,1,NN
addressed,1,VBN
fruitier,1,NN
wisdom,1,NN
infinite,1,NN
polyester,1,NN
tarnished,1,NNS
disaster,1,NN
september,1,NN
baack,1,NN
nomination,1,NN
accuracy,1,NN
clamor,1,NN
swirl,1,NN
wrecked,1,VBD
tablets,1,NNS
brandiiiiii,1,NN
untapped,1,JJ
derek,1,NN
cooler,1,NN
dressing,1,VBG
revved,1,VBN
triggered,1,VBN
teal,1,NN
sodas,1,NNS
realm,1,NN
perforated,1,VBN
unsalted,1,JJ
orton,1,NN
majority,1,NN
terrain,1,NN
meek,1,NN
preferring,1,VBG
cruise,1,NN
knees,1,NNS
footy,1,NN
crawl,1,NN
prozac,1,NN
youyube,1,NN
lke,1,NN
infamous,1,JJ
purchace,1,NN
realy,1,NN
drawback,1,NN
gimmie,1,NN
melody,1,NN
lyric,1,NN
tg,1,NN
judgment,1,NN
tantrum,1,NN
whizzzed,1,VBN
nephew,1,NN
cleanest,1,NN
offense,1,NN
squirrelly,1,RB
surprize,1,VB
smokedham,1,NN
restored,1,VBN
built,1,NN
valid,1,JJ
rogue,1,NN
nutritiously,1,RB
intelligence,1,NN
speaking,1,VBG
crunchberries,1,NNS
wallah,1,NN
webpage,1,NN
hire,1,NN
personnel,1,NNS
bozos,1,NN
colr,1,NN
travels,1,NNS
fda,1,NN
muster,1,NN
canucks,1,NNS
boosting,1,VBG
loses,1,NNS
adulterate,1,NN
procedure,1,NN
hottie,1,NN
prized,1,VBN
tortoise,1,NN
sailing,1,VBG
penalize,1,NN
ip,1,NN
router,1,NN
punishing,1,VBG
easiest,1,JJS
screaming,1,VBG
punish,1,NN
tste,1,NN
thicken,1,NN
lists,1,NNS
rabbits,1,NNS
bowled,1,VBN
bowling,1,NN
substitue,1,NN
glider,1,NN
willisjudy,1,NN
esp,1,NN
hugely,1,RB
gliders,1,NNS
eve,1,NN
slipped,1,VBD
mounted,1,VBN
fuselage,1,NN
swept,1,NN
angled,1,VBN
van,1,NN
latte,1,NN
dibits,1,NNS
editions,1,NNS
multitude,1,NN
classics,1,NNS
renee,1,NN
scratchy,1,NN
wins,1,NNS
accomplished,1,VBN
earthly,1,RB
sheen,1,NN
hoffman,1,NN
stranded,1,VBD
raul,1,NN
groupie,1,NN
er,1,NN
nets,1,NNS
slop,1,NN
mutated,1,VBN
grayish,1,NN
woulda,1,NN
possessions,1,NNS
waxing,1,VBG
crumbbum,1,NN
marked,1,NNS
specially,1,RB
yeeesh,1,NN
trees,1,NNS
unsolved,1,JJ
likelihood,1,NN
deliciously,1,RB
geared,1,VBN
doubles,1,NNS
teaching,1,VBG
belonged,1,VBN
gagged,1,VBN
dissolve,1,NN
nay,1,NN
surplus,1,NN
cafeterias,1,NN
grabbing,1,VBG
unparalleled,1,JJ
crunchers,1,NNS
yelled,1,VBN
thunk,1,NN
confess,1,NN
meets,1,NNS
oi,1,NN
raphael,1,NN
tattoo,1,NN
dvds,1,NN
intro,1,NN
vehicles,1,NNS
leonardo,1,NN
swordsman,1,NN
shredder,1,NN
pitch,1,NN
soldiers,1,NNS
mutants,1,NNS
bleeding,1,NN
countchocula,1,NN
adsorb,1,NN
splits,1,NNS
shy,1,NN
hysterically,1,RB
pretended,1,VBN
unpleasantly,1,RB
disintegrate,1,NN
psychedelic,1,NN
branded,1,VBN
pride,1,NN
seriousness,1,NN
partition,1,NN
redoing,1,VBG
dedication,1,NN
mcgiver,1,NN
survey,1,NN
expressions,1,NNS
prayer,1,NN
horror,1,NN
constipate,1,NN
casket,1,NN
unborn,1,JJ
mdr,1,NN
lorraine,1,NN
baggie,1,NN
choculas,1,NNS
niacin,1,NN
pleezeeee,1,NN
refreshed,1,VBN
fads,1,NNS
pith,1,NN
raining,1,VBG
sticking,1,VBG
texted,1,VBN
elephant,1,NN
fading,1,NN
collections,1,NNS
regard,1,NN
spanish,1,JJ
explore,1,NN
woods,1,NNS
pocketbooks,1,NNS
fleecing,1,VBG
franeknberry,1,NN
emotional,1,JJ
scares,1,NNS
declared,1,VBN
deadly,1,RB
hazards,1,NNS
bury,1,NN
gyn,1,NN
dug,1,NN
ob,1,NN
bugged,1,VBN
arrive,1,JJ
stands,1,NNS
trap,1,NN
disassemble,1,JJ
ugggghhh,1,NN
bitch,1,NN
frankenberries,1,NNS
casual,1,JJ
opposed,1,VBN
initially,1,RB
epic,1,NN
shortest,1,NN
hogged,1,VBN
brat,1,NN
archies,1,NNS
rippled,1,VBN
yeh,1,NN
deeply,1,NN
amt,1,NN
pleaaaaaaaaaaase,1,NN
waaaaaaaaaaaaay,1,NN
hella,1,NN
plzzz,1,NN
yank,1,NN
uploaded,1,JJ
switching,1,VBG
superhero,1,NN
disk,1,NN
boycotted,1,VBN
oreolicous,1,JJ
beanies,1,NNS
dawes,1,NN
surprises,1,NNS
kreydathree,1,NN
desires,1,NNS
clumped,1,NN
flakey,1,NN
verified,1,VBN
safely,1,RB
welcomed,1,VBD
attitudes,1,NNS
dominated,1,VBN
appalling,1,VBG
suspension,1,NN
views,1,NNS
covey,1,NN
cambridgeshire,1,NN
persuaded,1,VBN
watford,1,NN
mega,1,NN
attitude,1,NN
path,1,NN
friday,1,NN
lowered,1,VBN
farmers,1,NNS
devon,1,NN
exeter,1,NN
scruples,1,NNS
miniflakes,1,NNS
essex,1,NN
approached,1,VBN
jordan,1,NN
sturdy,1,NN
suspended,1,VBN
mixtures,1,NNS
ives,1,NNS
alan,1,NN
investigate,1,NN
generous,1,JJ
rewritten,1,VB
raises,1,NNS
leaps,1,NNS
fence,1,NN
hereby,1,NN
nicer,1,NN
lifestyles,1,NNS
suited,1,VBN
towel,1,NN
owning,1,VBG
leader,1,NN
chrissy,1,NN
occasion,1,NN
treading,1,VBG
acquire,1,VB
grave,1,NN
quietly,1,RB
collective,1,NN
portville,1,NN
homogenized,1,VBN
sixty,1,NN
incomparable,1,JJ
tommy,1,NN
bombshell,1,NN
irreplaceable,1,JJ
gungy,1,NN
tax,1,NN
rising,1,VBG
sector,1,NN
marketeer,1,NN
volumes,1,NNS
restocking,1,VBG
spaniels,1,NNS
frooty,1,NN
medicinal,1,NN
lamarche,1,NN
voicing,1,VBG
unlikely,1,JJ
harm,1,NN
ughhh,1,NN
hicksville,1,NN
ravioli,1,NN
recorded,1,VBN
supporter,1,NN
denied,1,VBD
highlands,1,NNS
surfing,1,VBG
extensive,1,JJ
kneez,1,NN
beez,1,NN
yummiest,1,JJS
affected,1,JJ
soo,1,NN
belly,1,RB
trapped,1,VBN
pow,1,NN
kirby,1,NNS
grinch,1,NN
aristocats,1,NNS
russian,1,JJ
bass,1,NN
bracelets,1,NNS
wrist,1,NN
hah,1,NN
twists,1,NNS
braided,1,VBN
skins,1,NNS
tato,1,NN
cheat,1,NN
fashions,1,NNS
component,1,NN
suger,1,NN
dancing,1,VBG
stink,1,NN
looooooove,1,NN
garden,1,NN
covent,1,NN
cybercandy,1,NN
brokenhearted,1,VBN
revolting,1,VBG
bucs,1,NN
ameranth,1,NN
steep,1,NN
toucans,1,NNS
baths,1,NNS
kroker,1,NN
kiff,1,NN
pinky,1,NN
standing,1,VBG
trainloads,1,NNS
heading,1,VBG
intonation,1,NN
spokesman,1,NN
kevin,1,NN
prints,1,NNS
starberries,1,NNS
jungleberry,1,NN
almanac,1,NN
harrison,1,NN
dutiful,1,NN
rex,1,NN
accent,1,NN
reconstituted,1,VBN
bronks,1,NNS
wiseguy,1,NN
frootoose,1,NN
anj,1,NN
exciting,1,VBG
grrrrrrrrrrrrreat,1,NN
sharpton,1,NN
teddy,1,NN
previously,1,RB
cr,1,NN
matey,1,NN
roster,1,NN
heels,1,NNS
ballpark,1,NN
ding,1,VBG
rebooting,1,VBG
prediction,1,NN
succeeded,1,VBN
eddie,1,NN
snl,1,NN
developer,1,NN
rat,1,NN
gram,1,NN
bearwitches,1,NNS
medium,1,NN
loathed,1,VBN
hankerin,1,NN
unpleasant,1,JJ
peebles,1,NNS
retailing,1,NN
consisted,1,VBN
placement,1,NN
gaffs,1,NNS
loger,1,NN
quantity,1,NN
reflects,1,VBZ
definately,1,RB
jaalaidaalai,1,NN
refusing,1,VBG
marshallow,1,NN
lime,1,NN
deadpan,1,NN
sainburys,1,NN
roth,1,NN
jodie,1,NN
stove,1,NN
spatula,1,NN
stimulus,1,NN
respectable,1,JJ
resse,1,NN
businesses,1,NNS
poll,1,NN
peanuty,1,NN
ranking,1,VBG
sissy,1,NN
ugly,1,RB
curtains,1,NNS
matching,1,VBG
bedspread,1,NN
recieved,1,VBN
kent,1,NN
mcewin,1,NN
brenda,1,NN
reservoir,1,NN
references,1,NNS
quentin,1,NN
cameo,1,NN
sep,1,NN
werewolf,1,NN
rhoda,1,NN
errrgghh,1,NN
subdued,1,VBN
rereleased,1,VBN
kings,1,NNS
suzy,1,NN
twilegar,1,NN
storybook,1,NN
discuss,1,NN
stall,1,NN
iowolfman,1,NN
plsssss,1,NN
diabolical,1,JJ
recommence,1,NN
rant,1,NN
independant,1,NN
proving,1,VBG
rubbish,1,NN
messaged,1,VBN
pensioner,1,NN
havn,1,NN
lad,1,NN
oman,1,NN
url,1,NN
withdrawing,1,VBG
civilization,1,NN
legion,1,NN
interrupt,1,NN
rm,1,NN
undeniably,1,RB
venture,1,NN
travelled,1,VBN
cherish,1,NN
expediency,1,NN
granddaddy,1,NN
scrap,1,NN
consigned,1,VBN
bahrain,1,NN
digest,1,NN
rustic,1,JJ
ersatz,1,NN
buckwheet,1,NN
multinational,1,JJ
maureen,1,NN
subsequently,1,RB
contributor,1,NN
nana,1,NNS
consolation,1,NN
glucose,1,NN
vicki,1,NN
discontent,1,NN
hared,1,VBN
photograph,1,NN
diameter,1,NN
versatility,1,NN
tight,1,NN
imitations,1,NNS
todd,1,NN
vibe,1,NN
apo,1,NN
reinstate,1,NN
dabba,1,NN
yabbba,1,NN
afternoons,1,NNS
lightness,1,NN
offending,1,VBG
knickers,1,NNS
xx,1,NN
vegan,1,NN
corporation,1,NN
poking,1,VBG
removing,1,VBG
dan,1,NN
revolution,1,NN
knives,1,NNS
twist,1,NN
shameful,1,NN
disgrace,1,NN
inoffensive,1,JJ
offended,1,VBN
forks,1,NNS
toaster,1,NN
boooooorrrrring,1,NN
respectively,1,RB
pursuit,1,NN
meltdown,1,NN
waldene,1,NN
cathy,1,NN
drenched,1,VBN
shortening,1,VBG
lard,1,NN
representative,1,NN
jfg,1,NN
backfires,1,NNS
richmond,1,NN
circle,1,NN
vicious,1,JJ
stating,1,VBG
inundated,1,VBN
liberally,1,RB
jd,1,NN
lorain,1,NN
chores,1,NNS
ensor,1,NN
gnflakes,1,NNS
hoarded,1,VBD
wider,1,NN
tall,1,NN
enfield,1,NN
mechanicsburg,1,NN
phil,1,NN
reorder,1,NN
pcooke,1,NN
jon,1,NN
rogers,1,NNS
cassidy,1,NN
hopalong,1,NN
mankato,1,NN
contributed,1,VBD
daly,1,NN
burning,1,NN
inflated,1,VBN
honeymoon,1,NN
hannaford,1,NN
recovers,1,NNS
pandemic,1,NN
convenience,1,NN
inconvenience,1,NN
ensure,1,VB
schedules,1,NNS
adjustments,1,NNS
accommodate,1,NN
shortage,1,NN
eerie,1,NN
taunton,1,NN
awwww,1,NN
clicking,1,VBG
dusty,1,NN
bogo,1,NN
menards,1,NNS
defies,1,NNS
scattered,1,VBN
decline,1,NN
reviewing,1,VBG
gigantic,1,JJ
tire,1,NN
produces,1,NNS
arvada,1,NN
someplace,1,NN
pdl,1,NN
fault,1,NN
ignores,1,NNS
hurst,1,NN
lions,1,NNS
mesa,1,NN
junkies,1,NNS
aa,1,NN
freddy,1,NN
songbird,1,NN
foul,1,NN
recreated,1,VBN
replicas,1,NN
striped,1,VBD
fuggetaboutit,1,NN
yummmmmm,1,NN
weakest,1,JJS
pacifier,1,NN
scene,1,NN
homies,1,NNS
outdoor,1,NN
physically,1,RB
hugs,1,NNS
mothers,1,NNS
banging,1,NN
dosh,1,NN
unapologetically,1,RB
rafael,1,NN
astro,1,NN
goldilocks,1,NNS
beautifully,1,RB
stellar,1,NN
realistically,1,RB
expire,1,NN
mediocrity,1,NN
faulty,1,NN
rojas,1,NN
monmouth,1,NN
kolchak,1,NN
nd,1,NN
hboo,1,NN
stalker,1,NN
hayward,1,NN
portugal,1,NN
paso,1,NN
roboty,1,NN
passion,1,NN
iow,1,NN
ache,1,NN
jaw,1,NN
yoplait,1,NN
smacking,1,VBG
excepting,1,VBG
helen,1,NN
preschoolers,1,NNS
quoted,1,VBN
mikebodine,1,NN
majustin,1,NN
christ,1,NN
mansfield,1,NN
grrrreatnut,1,NN
transfat,1,NN
nazis,1,NN
wears,1,NNS
luve,1,NN
sappy,1,JJ
understands,1,NNS
shirts,1,NNS
suspense,1,NN
handsomely,1,RB
gp,1,NN
repurchased,1,VBN
zealots,1,NNS
nastiest,1,JJS
seam,1,NN
futile,1,NN
pleeeeeease,1,NN
littering,1,VBG
myriad,1,NN
affordable,1,JJ
gilberts,1,NNS
contract,1,NN
surrogate,1,NN
ghosts,1,NNS
glows,1,NNS
worms,1,NNS
tape,1,NN
tumors,1,NNS
plutonium,1,NN
glew,1,NN
glowed,1,NN
wut,1,NN
addicts,1,NNS
entering,1,VBG
pointing,1,VBG
clump,1,NN
ghostbuster,1,NN
enabled,1,VBN
questioned,1,VBN
yellowish,1,NN
swapping,1,VBG
saltines,1,NNS
nuke,1,NN
indescribably,1,RB
bravo,1,NN
container,1,NN
tupperware,1,NN
sicker,1,NN
sickness,1,NN
fragrant,1,NN
combat,1,NN
saltine,1,NN
bedside,1,NN
beano,1,NN
saginaw,1,NN
spouse,1,NN
shook,1,NN
financially,1,RB
davenport,1,NN
rake,1,NN
stinks,1,NNS
dyes,1,NNS
robins,1,NNS
warner,1,NN
grilled,1,VBN
grrreat,1,NN
greaat,1,NN
overrated,1,VBN
dining,1,VBG
roared,1,VBN
rumors,1,NNS
skinny,1,NN
frosties,1,NNS
location,1,NN
grrrrreatest,1,NN
hardest,1,NN
confident,1,NN
brim,1,NN
suburb,1,NN
gorge,1,NN
wink,1,NN
miracles,1,NNS
stepmother,1,NN
baba,1,NN
slovak,1,NN
lansing,1,VBG
researching,1,VBG
hottest,1,NN
gooogling,1,VBG
pleaded,1,VBD
strudle,1,NN
vanilia,1,NNS
pays,1,NNS
chomp,1,NN
boohoo,1,NN
wheasts,1,NNS
stoke,1,NN
ralphs,1,NN
schnuck,1,NN
loveit,1,NN
pawn,1,NN
smashed,1,VBN
reeled,1,VBN
schnucks,1,NNS
darrel,1,NN
trends,1,NNS
dierbergs,1,NN
bode,1,NN
recommendations,1,NNS
whaaa,1,NN
amino,1,NN
shifting,1,VBG
panacea,1,NN
wheata,1,NNS
genmills,1,NNS
undiscontinued,1,JJ
muscatine,1,NN
hurrah,1,NN
allentown,1,NN
mariano,1,NN
confirmation,1,NN
summarize,1,VB
challenged,1,NN
latest,1,JJS
swiftly,1,RB
grace,1,NN
underwear,1,JJ
cavities,1,NNS
kiddos,1,NN
madness,1,NN
teaspoons,1,NNS
master,1,NN
standby,1,NN
caker,1,NN
gibbons,1,NNS
ewell,1,NN
illicit,1,NN
foraging,1,VBG
dale,1,NN
burke,1,NN
pole,1,NN
hickory,1,NN
punishment,1,NN
rejected,1,VBN
capitalize,1,NN
misguided,1,VBN
isolate,1,NN
zesty,1,NN
pitched,1,VBN
ruination,1,NN
grows,1,NNS
granolas,1,NNS
trys,1,NN
buckshot,1,NN
acid,1,NN
momma,1,NN
flinging,1,VBG
individual,1,JJ
tens,1,NNS
bald,1,NN
shells,1,NNS
boats,1,NNS
jude,1,NN
exclusion,1,NN
huckster,1,NN
forming,1,VBG
deciding,1,VBG
encountered,1,VBN
belonging,1,NN
crusts,1,NNS
recause,1,NN
rof,1,NN
rhis,1,NN
dab,1,NN
bell,1,NN
aches,1,NNS
unnecessary,1,JJ
scale,1,NN
funds,1,NNS
puhleeze,1,NN
demanded,1,VBD
measuring,1,VBG
restrictions,1,NNS
backroom,1,NN
layering,1,VBG
repression,1,NN
reep,1,NN
flowing,1,VBG
heath,1,NN
pleeeezzzzzzzz,1,NN
suicide,1,NN
sightings,1,NNS
phantom,1,NN
universally,1,RB
ruh,1,NN
roh,1,NN
native,1,JJ
finer,1,NN
raggy,1,NN
orientated,1,VBN
terrifically,1,RB
aficionados,1,NN
media,1,NNS
frying,1,VBG
dora,1,NNS
slurping,1,VBG
execs,1,NN
array,1,NN
rarshmallow,1,NN
scobby,1,NN
beth,1,NN
galveston,1,NN
eugene,1,NN
launching,1,VBG
bryant,1,NN
pleeeeaaasssseeee,1,NN
strength,1,NN
urge,1,NN
dooby,1,NN
grouchy,1,NN
trailer,1,NN
tractor,1,NN
rinnamon,1,NN
relish,1,NN
reintroduction,1,NN
heartbreak,1,NN
explorer,1,NN
retain,1,NN
merhh,1,NN
pullease,1,NN
emotionally,1,RB
coffeecake,1,NN
involve,1,NN
rew,1,NN
sitcom,1,NN
gladys,1,NN
reigns,1,NNS
pollute,1,NN
epidemic,1,JJ
pleez,1,NN
jokes,1,NNS
ken,1,VB
mainstay,1,NN
heed,1,NN
wasted,1,VBN
cacklin,1,NN
routinely,1,RB
examples,1,NNS
glossy,1,NN
particularly,1,RB
conentrate,1,NN
frosty,1,NN
itty,1,NN
bitty,1,NN
swing,1,VBG
favorie,1,NN
disservice,1,NN
pierrems,1,NNS
te,1,NN
anthony,1,NN
bombs,1,NNS
severing,1,VBG
adolescent,1,NN
arcade,1,NN
galaxy,1,NN
saber,1,NN
rebel,1,NN
lurking,1,VBG
translate,1,NN
depths,1,NNS
coveted,1,VBN
cats,1,NNS
blueconversechucks,1,NNS
nahrsty,1,NN
nitetime,1,NN
annoy,1,NN
dorado,1,NN
obese,1,JJ
caps,1,NNS
handed,1,VBN
sux,1,NN
scarfed,1,NN
piled,1,VBN
waned,1,VBD
cap,1,NN
circumstances,1,NNS
yolk,1,NN
sei,1,NN
replicating,1,VBG
cartons,1,NNS
collapse,1,NN
streaming,1,VBG
sf,1,NN
styrofoamy,1,NN
theresa,1,NN
fingernail,1,NN
shelfs,1,NN
apologies,1,NNS
homes,1,NNS
mourners,1,NNS
drooling,1,VBG
clones,1,NNS
admitting,1,VBG
bizarre,1,NN
afterward,1,RB
iirc,1,NN
sellers,1,NNS
reinvented,1,VBN
spasms,1,NNS
paced,1,VBN
expanding,1,VBG
gritty,1,NN
agin,1,NN
enriched,1,VBN
hero,1,NN
jedi,1,NN
instructed,1,VBN
overfed,1,NN
cities,1,NNS
tellin,1,NN
absorbed,1,NNS
salesman,1,NN
theys,1,NNS
carrollton,1,NN
starbuck,1,NN
sighhhhh,1,NN
purposely,1,RB
callmedory,1,NN
rapids,1,NNS
bend,1,NN
syracuse,1,NN
erie,1,NN
competing,1,VBG
soviets,1,NNS
depended,1,VBN
worm,1,NN
canton,1,NN
covington,1,NN
footage,1,NN
polymers,1,NNS
mycorrhizae,1,NN
castings,1,NNS
expand,1,NN
kennedy,1,NN
shrink,1,NN
ghastly,1,RB
nearing,1,VBG
terror,1,NN
global,1,JJ
fitness,1,NN
juvenile,1,NN
pediatrician,1,NN
champion,1,NN
undergrad,1,NN
succulent,1,NN
irregular,1,NN
dr,1,NN
finicky,1,NN
ferina,1,NN
milled,1,VBN
sekula,1,NN
immensely,1,RB
freely,1,RB
followers,1,NNS
whoot,1,NN
indianna,1,NN
newbies,1,NNS
suitcase,1,NN
custard,1,NN
breakfest,1,NN
emailing,1,VBG
catchier,1,NN
standards,1,NNS
woco,1,NN
julius,1,NN
devotees,1,NNS
jubilee,1,NN
elegant,1,NN
counted,1,VBN
waitressing,1,VBG
summergal,1,NN
grandfathers,1,NNS
canvas,1,NN
balto,1,NN
unimportant,1,JJ
adored,1,VBN
legal,1,JJ
geezers,1,NNS
recapture,1,NN
mj,1,NN
taller,1,NN
intend,1,NN
pleeeeeeaaaaaaase,1,NN
germs,1,NNS
splitting,1,NN
logs,1,NNS
tubular,1,NN
insert,1,NN
grandaddy,1,NN
essentials,1,NNS
hose,1,NN
funnel,1,NNS
cement,1,NN
breaking,1,VBG
trumpet,1,NN
hesitate,1,NN
heartiness,1,NN
phenomenally,1,RB
blowing,1,NN
filmy,1,NN
nba,1,NN
glove,1,NN
correspondence,1,NN
thanking,1,VBG
bat,1,NN
participate,1,VB
miraculously,1,RB
indelible,1,JJ
cassette,1,NN
wheel,1,NN
closely,1,RB
indifferent,1,NN
yearns,1,NNS
quacks,1,NNS
haired,1,VBN
karma,1,NN
parody,1,NN
rocker,1,NN
vienna,1,NN
austria,1,NNS
hamburgers,1,NNS
shake,1,NN
demoted,1,VBN
proper,1,NN
converted,1,VBN
grandparent,1,NN
cancelling,1,VBG
grandmom,1,NN
dogfood,1,NN
presto,1,NN
allergy,1,NN
sandwiches,1,NNS
sentimentality,1,NN
tug,1,NN
martian,1,NN
horehound,1,NN
ranked,1,NNS
confronts,1,NNS
astronaut,1,NN
scenario,1,NN
apgar,1,NN
birth,1,NN
beanpot,1,NN
clips,1,NNS
brookfield,1,NN
unsurpassed,1,JJ
gag,1,NN
commericals,1,NNS
quantities,1,NNS
enhanced,1,VBN
cs,1,NN
fiancee,1,NN
uncanny,1,JJ
feared,1,VBN
mertz,1,NN
gtz,1,NN
persons,1,NNS
readers,1,NNS
tips,1,NNS
mel,1,NN
richard,1,NN
henri,1,NN
keon,1,NN
davey,1,NN
mahovlich,1,NN
gordie,1,NN
players,1,NNS
print,1,NN
argued,1,VBD
primary,1,NN
raved,1,VBN
lightened,1,VBN
romantic,1,JJ
robyn,1,NN
france,1,NN
soccer,1,NN
enters,1,NNS
teammates,1,NNS
inquired,1,VBN
scholarship,1,NN
wildflower,1,NN
mojo,1,NN
enhances,1,NNS
frowned,1,VBN
grilling,1,VBG
darker,1,NN
wightyear,1,NN
stacey,1,NN
milky,1,NN
amery,1,NN
clucking,1,VBG
apex,1,NN
unattainable,1,JJ
packing,1,VBG
magnificence,1,NN
poppin,1,NN
soap,1,NN
trials,1,NNS
murdered,1,VBN
drab,1,NN
spray,1,NN
beset,1,NN
mistaken,1,NN
glistening,1,VBG
purest,1,NN
iomg,1,NN
suspected,1,VBN
umm,1,NN
propagandist,1,NN
wasnt,1,NN
rhode,1,NN
tested,1,VBN
mario,1,NN
insanely,1,RB
nv,1,NN
restore,1,NN
spherical,1,JJ
unreachable,1,JJ
vision,1,NN
hickok,1,NN
signifies,1,NNS
amusement,1,NN
accomplishing,1,VBG
tinge,1,NN
everyuone,1,NN
rekindle,1,NN
oakland,1,NN
oui,1,NN
pomona,1,NN
sane,1,NN
elmira,1,NN
wilcox,1,NN
ella,1,NN
miraculous,1,JJ
marah,1,NN
woderful,1,NN
rasins,1,NNS
shames,1,NNS
crispier,1,NN
gloriously,1,RB
solving,1,VBG
performed,1,VBN
pharmaceutical,1,JJ
rudimentary,1,JJ
auditioned,1,VBN
gig,1,NN
gimmicks,1,NNS
underwent,1,NN
fosted,1,VBN
cracking,1,VBG
bacon,1,NN
lifespan,1,NN
pile,1,NN
bam,1,NN
hahaha,1,NN
untouched,1,JJ
borderline,1,NN
labels,1,NNS
gop,1,NN
kaduum,1,NN
title,1,NN
heimlich,1,NN
maneuver,1,NN
cram,1,NN
sparky,1,NN
drool,1,NN
franchise,1,NN
poltergeist,1,NN
varnish,1,NN
creation,1,NN
describes,1,NNS
iconic,1,NN
unaltered,1,JJ
pocket,1,NN
kim,1,NN
pusher,1,NN
almodovar,1,NN
ceareal,1,NN
yogurts,1,NNS
louise,1,NN
wizard,1,NN
mcd,1,NN
burnett,1,NN
lodged,1,VBN
coincidence,1,NN
smarter,1,NN
swallowing,1,VBG
poisoned,1,VBN
devastating,1,VBG
career,1,NN
geez,1,NN
ruth,1,NN
investor,1,NN
stockholders,1,NNS
highlight,1,NN
pixar,1,NN
kasem,1,NN
flood,1,NN
aloton,1,NN
vader,1,NN
whaddaya,1,NN
sunbelt,1,NN
