product_id,name
1531,Sugar Cones Cereal
355,Sugar Corn Pops Cereal
757,Sugar Corn-fetti Cereal
351,Sugar Crisp Cereal
352,Sugar Frosted Chex Cereal
759,Sugar Frosted Flakes Cereal
353,Sugar Jets Cereal
758,Sugar Krinkles Cereal
354,Sugar Pops Cereal
356,Sugar Puffs (Honey Monster Foods)
760,Sugar Puffs (Quaker) Cereal
761,Sugar Puffs Of Wheat Cereal
889,Sugar Rice Krinkles Cereal
358,Sugar Smacks Cereal
1395,Sugar Smiles Cereal
774,Sugar Sparkled Corn Flakes Cereal
361,Sugar Sparkled Flakes Cereal
362,Sugar Sprinkled Twinkles Cereal
360,Sugar Stars Cereal
91,Sugar-Frosted Corn Bursts Cereal
363,Sultana Bran (Kellogg's) Cereal
888,Sultana Bran (Sainsbury's)
886,Sultana Bran Crunch Cereal
1548,Summer Berry Pebbles Cereal
364,Sun Flakes Cereal
1125,Sunny O's Cereal
1348,Sunshine Shredded Wheat
1063,Super Cereal
565,Super Golden Crisp Cereal
732,Super Orange Crisp Cereal
1306,Super Sugar Chex Cereal
366,Super Sugar Crisp Cereal
429,Superman Crunch (Cap'n Crunch) Cereal
365,Superman Stars Cereal
1178,SuperNatural Cereal
1177,Sweet Crunch Cereal
1645,Sweet Honey Clusters Cereal
915,Sweet Puffs Cereal
785,Sweetened Rice Flakes Cereal
784,Sweetened Shredded Wheat Cereal
1417,Sweetened Wheat-fuls Cereal
673,Swirled Berries (Cap'n Crunch) Cereal
975,Swiss Crunch Muesli Blue Cereal
976,Swiss Crunch Muesli Green Cereal
977,Swiss Crunch Muesli Red Cereal
979,Swiss Low Fat Granola Cereal
980,Swiss Low Fat Muesli Cereal
982,Swiss Muesli Cereal
984,Swiss Muesli Granola Cereal
497,Synergy Cereal
663,X-Men 2 Cereal
813,Xtreme Fun Blast-ems Cereal
810,Xtreme Fun Chocolate Blast-Ems Cereal
402,Yummy Mummy Cereal
535,Yogurt Burst Cheerios - Strawberry Cereal
401,Yogurt Burst Cheerios - Vanilla Cereal
994,Zoe's O's: Natural Cereal
992,Zoe's Granola: Cinnamon Raisin Cereal
991,Zoe's Granola: Cranberries Currants Cereal
990,Zoe's Granola: Honey Almond Cereal
995,Zoe's O's: Cinnamon Cereal
993,Zoe's O's: Honey Cereal
763,Team Cereal
369,Team Cheerios Cereal
773,Team USA Cheerios Cereal
844,Teddy Grahams Breakfast Bears Cereal
1616,Teenage Mutant Ninja Turtles (2016) Cereal
1082,Temptations Cereal
1428,Temptations - Honey Roasted Pecan Cereal
1073,The Batman Cereal
560,Tiger Power Cereal
1615,Tiny Toast Cereal
1124,Total Cinnamon Crunch Cereal
455,Total: Brown Sugar & Oat Cereal
1744,Toy Story 4 Cereal
766,Transformers Cereal
1508,Turbo Cereal
1765,Twinkies Cereal
380,Twinkles Cereal
762,Team Flakes Cereal
370,Teenage Mutant Ninja Turtles (1989) Cereal
1429,Temptations - French Vanilla Almond Cereal
1122,Tigger & Pooh Corn Puffs Cereal
1441,Tintin Cereal
764,Tiny Toon Adventures Cereal
1421,Toasted Cinnamon Squares Cereal
1764,Toasted Coconut Cheerios Cereal
1644,Toasted Coconut Clusters Cereal
855,Toasted Grain Flakes
607,Toasted Honey Crunch Cereal
1227,Toasted Mini-Wheats Cereal
1000,Toasted Oat Bran Cereal
371,Toasted Oatmeal - Brown Sugar Cereal
689,Toasted Oatmeal - Honey Nut Cereal
1418,Toasted Wheat-fuls Cereal
1253,Toasty 0's Cereal
1425,Toasty O's Cereal
373,Tony's Cinnamon Krunchers Cereal
374,Tony's Turboz Cereal
437,Tootie Fruities Cereal
375,Top 3 Cereal
1321,Top Cat Frosted Flakes
376,Total Cereal
451,Total Corn Flakes Cereal
1378,Total Plus+ Honey Almond Flax Cereal
453,Total Protein Cereal
377,Total Raisin Bran Cereal
452,Total With Strawberries Cereal
1299,Total: Blueberry Pomegranate Cereal
456,Total: Cranberry Crunch Cereal
457,Total: Honey Clusters Cereal
458,Total: Vanilla Yogurt Cereal
454,Total: Whole Grain Cereal
1278,Touchdown Crunch Cereal
1383,Toy Story 3 Cereal
671,Treasure Hunt Crunch (Cap'n Crunch) Cereal
1242,Treasured Grains With Ginger Cereal
470,Triple Berry Crunch (Fit) Cereal
670,Triple Crunch (Cap'n Crunch) Cereal
895,Triple Snack Cereal
378,Triples Cereal
379,Trix Cereal
1308,Trix Swirls Cereal
1758,Trix Trolls World Tour Cereal
1757,Trolls Rainbow Crunch Cereal
898,Tropical Forest Froot Loops Cereal
804,Tropical Fruit Granola Cereal
754,Tutti Fruiti Twinkles Cereal
929,U.S. Soccer Golden Goals Cereal
972,Udi's Hawaiian Granola Cereal
1190,Uncle Sam Breakfast Food Cereal
1672,Unicorn Cereal
1214,USA Olympic Crunch Cereal
973,Udi's Au Naturel Granola Cereal
970,Udi's Cranberry Granola Cereal
1276,Udi's Muesli Cereal
974,Udi's Original Granola Cereal
971,Udi's Vanilla Granola Cereal
831,Ultima - Flax & Granola Cereal
832,Ultima - High Fiber Cereal
833,Ultima - Pomegranate Cereal
381,Uncle Sam Cereal
868,Uncle Sam With Real Mixed Berries Cereal
924,Uncle Tom Health Food
1320,Vanilla Almond Shredded Wheat Cereal
383,Vanilly Crunch (Cap'n Crunch) Cereal
1647,Very Berry Cheerios Cereal
1171,Vitos
1175,Van Brode Crisp Rice
1176,Van Brode Wheat Flakes
950,Vanilla Almond Crisp Cereal
863,Vanilla Almond Crunch Cereal
469,Vanilla Almond Crunch (Fit) Cereal
1235,Vanilla Almond Flax Plus Cereal
1504,Vanilla Chex Cereal
438,Vanilla Cream Mini Spooners Cereal
956,Vanilla Nut Rainforest Crisp Cereal
593,Vanilla Puffed Wheat Cereal
1191,Vanilla Sweeties Cereal
384,Vector Cereal
1264,Very Berry Cereal
1335,Very Berry (Cap'n Crunch) Cereal
1025,Very Berry Crunch Granola Cereal
767,Vigor
1049,VitaSpelt Spelt Granolas
385,Vive Cereal
387,Waffelos Cereal
917,Waffelos - Blueberry Cereal
388,Waffle Crisp Cereal
1016,Weetabix Cereal
389,Weet-Bix
771,Wheat & Raisin Chex Cereal
394,Wheat Honeys Cereal
1164,Wheat Krispies Cereal
396,Wheaties Cereal
589,Wheaties Energy Crunch Cereal
1325,Wheaties Fuel Cereal
1196,Wheaties Honey Gold Cereal
1466,Whole Hearts Cereal
581,Wild Animal Crunch Cereal
399,Winnie-The-Pooh Great Honey Crunchers Cereal
652,Winter Lucky Charms Cereal
413,Wishing Stars Cereal
1228,Wonder Cereal
386,Wackies Cereal
1318,Walnut Spice Crunch Cereal
1211,Washington Wheat Flakes
1123,Weetabix Crispy Flakes Cereal
390,Weetabix Minis Cereal
1444,Weeties Cereal
397,Weetos Cereal
393,Wheat Chex Cereal
1255,Wheat Crunch Flakes Cereal
450,Wheat Hearts Cereal
395,Wheatena
1446,Wheaties Bran With Raisin Flakes Cereal
1104,Wheatlet
1077,Wheato-Naks (Red Ryder)
1447,Whole Bran Shreds Cereal
405,Whole Grain Shredded Wheat Cereal
1081,Whole Wheat Biscuit Cereal
1307,Whole Wheat Flakes Cereal
778,Whole Wheat Krumbles Cereal
1260,WholeO's Cereal
1689,Wild Berry Froot Loops Cereal
948,Wild Berry Low Fat Crisp Cereal
662,Wild Thornberry's Crunch Cereal
554,Winter Fruity Pebbles Cereal
392,WWF Superstars Cereal
